Sr No.,"Date of 
Encashment","Bond
Number",Name of the Political Party,Name of the Purchaser,Denominations,"Account no. of
Political Party","Pay Branch
Code",Pay Teller
15934,14-07-2023,OL23861,Bharat Rashtra Samithi,Ala Ramanjaneyulu,100000,*******7477,847,6013147
15935,14-07-2023,OL23863,Bharat Rashtra Samithi,Ala Ramanjaneyulu,100000,*******7477,847,6013147
15936,14-07-2023,OL23859,Bharat Rashtra Samithi,Ala Ramanjaneyulu,100000,*******7477,847,6013147
15937,14-07-2023,OL23857,Bharat Rashtra Samithi,Ala Ramanjaneyulu,100000,*******7477,847,6013147
15938,14-07-2023,OL23855,Bharat Rashtra Samithi,Ala Ramanjaneyulu,100000,*******7477,847,6013147
12509,18-11-2022,OC13108,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,10000000,*******8244,691,8212066
12510,18-11-2022,OC13116,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,10000000,*******8244,691,8212066
12511,18-11-2022,OC13110,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,10000000,*******8244,691,8212066
12512,18-11-2022,OC13118,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,10000000,*******8244,691,8212066
12513,18-11-2022,OC13112,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,10000000,*******8244,691,8212066
12514,18-11-2022,OC13114,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,10000000,*******8244,691,8212066
12606,18-11-2022,TL977,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,8212066
12607,18-11-2022,TL979,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,8212066
13539,04-02-2023,OC13135,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,10000000,*******8244,691,5972302
13540,04-02-2023,OC13131,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,10000000,*******8244,691,5972302
13541,04-02-2023,OC13133,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,10000000,*******8244,691,5972302
13542,04-02-2023,TL10012,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,5972302
13543,04-02-2023,TL10018,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,5972302
13544,04-02-2023,TL10016,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,5972302
13545,04-02-2023,TL10014,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,5972302
13546,04-02-2023,TL10010,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,5972302
15269,12-07-2023,TL10104,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,7516991
15270,12-07-2023,TL10114,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,7516991
15271,12-07-2023,TL10102,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,7516991
15272,12-07-2023,TL10106,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,7516991
15273,12-07-2023,TL10108,Bharatiya Janata Party,Alembicpharmaceuticalslinclrtgs,1000000,*******8244,691,7516991
12493,18-11-2022,OC13554,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12494,18-11-2022,OC13550,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12495,18-11-2022,OC13540,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12496,18-11-2022,OC13556,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12497,18-11-2022,OC13560,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12498,18-11-2022,OC13558,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12499,18-11-2022,OC13542,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12500,18-11-2022,OC13552,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12501,18-11-2022,OC13548,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12502,18-11-2022,OC13538,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12503,18-11-2022,OC13546,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12504,18-11-2022,OC13562,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12505,18-11-2022,OC13536,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12506,18-11-2022,OC13564,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
12507,18-11-2022,OC13544,Bharatiya Janata Party,Alkem Laboratories Limited,10000000,*******8244,691,7516991
4156,11-07-2019,OC7651,Shivsena,Allana Cold Storage,10000000,*******4444,300,6479510
4152,11-07-2019,OC7655,Shivsena,Allanasons Private L,10000000,*******4444,300,6479510
4153,11-07-2019,OC7653,Shivsena,Allanasons Private L,10000000,*******4444,300,6479510
4759,19-10-2019,OC7720,Bharatiya Janata Party,Allanasons Private L,10000000,*******8244,691,3723135
4176,15-07-2019,TL11393,All India Trinamool Congress,Almighty Finance And Investment P,1000000,*******0688,1,3476510
4177,15-07-2019,TL11388,All India Trinamool Congress,Almighty Finance And Investment P,1000000,*******0688,1,3476510
4200,15-07-2019,TL11485,All India Trinamool Congress,Almighty Finance And Investment P,1000000,*******0688,1,3476510
9046,13-01-2022,OL29373,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9047,13-01-2022,OL29377,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9048,13-01-2022,OL29371,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9049,13-01-2022,OL29369,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9050,13-01-2022,OL29383,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9051,13-01-2022,OL29375,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9052,13-01-2022,OL29379,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9053,13-01-2022,OL29385,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9054,13-01-2022,OL29381,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9055,13-01-2022,OL29387,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9081,13-01-2022,OL29392,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9082,13-01-2022,OL29390,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9083,13-01-2022,OL29396,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9084,13-01-2022,OL29398,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
9085,13-01-2022,OL29394,"President, All India Congress Committee",Alok Kumar Somani,100000,*******4012,691,7516991
1917,20-04-2019,OC5268,Bharatiya Janata Party,Alok Narayan Pandey,10000000,*******8244,691,2511282
1918,20-04-2019,OC5266,Bharatiya Janata Party,Alok Narayan Pandey,10000000,*******8244,691,2511282
1919,20-04-2019,OC5267,Bharatiya Janata Party,Alok Narayan Pandey,10000000,*******8244,691,2511282
2037,20-04-2019,TL10931,Bharatiya Janata Party,Alok Narayan Pandey,1000000,*******8244,691,2511282
2038,20-04-2019,TL10932,Bharatiya Janata Party,Alok Narayan Pandey,1000000,*******8244,691,2511282
2039,20-04-2019,TL10930,Bharatiya Janata Party,Alok Narayan Pandey,1000000,*******8244,691,2511282
2040,20-04-2019,TL10929,Bharatiya Janata Party,Alok Narayan Pandey,1000000,*******8244,691,2511282
19659,11-01-2024,TL16079,All India Trinamool Congress,Aman Jaiswal,1000000,*******0688,1,3490777
15656,13-07-2023,OL23809,Bharat Rashtra Samithi,Amar Krishna Sajja,100000,*******7477,847,3168530
15657,13-07-2023,OL23807,Bharat Rashtra Samithi,Amar Krishna Sajja,100000,*******7477,847,3168530
15658,13-07-2023,OL23814,Bharat Rashtra Samithi,Amar Krishna Sajja,100000,*******7477,847,3168530
15659,13-07-2023,OL23805,Bharat Rashtra Samithi,Amar Krishna Sajja,100000,*******7477,847,3168530
15660,13-07-2023,OL23812,Bharat Rashtra Samithi,Amar Krishna Sajja,100000,*******7477,847,3168530
19945,15-01-2024,TL15966,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19946,15-01-2024,TL15544,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19947,15-01-2024,TL15960,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19948,15-01-2024,TL15530,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19949,15-01-2024,TL15956,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19950,15-01-2024,TL15962,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19951,15-01-2024,TL15546,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19952,15-01-2024,TL15952,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19953,15-01-2024,TL15524,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19954,15-01-2024,TL15964,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19955,15-01-2024,TL15528,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19956,15-01-2024,TL15526,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19957,15-01-2024,TL15548,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19958,15-01-2024,TL15958,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19959,15-01-2024,TL15970,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19960,15-01-2024,TL15954,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19961,15-01-2024,TL15522,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19962,15-01-2024,TL15968,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19963,15-01-2024,TL15534,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19964,15-01-2024,TL15542,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19965,15-01-2024,TL15536,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19966,15-01-2024,TL15540,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19967,15-01-2024,TL15550,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19968,15-01-2024,TL15532,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
19969,15-01-2024,TL15538,"President, All India Congress Committee",Amar Securities Pvt Ltd,1000000,*******4012,691,8212066
13186,24-01-2023,OC12414,Telugu Desam Party,Amaravati Teksystems Private Limite,10000000,*******3067,847,3889823
13187,24-01-2023,OC12412,Telugu Desam Party,Amaravati Teksystems Private Limite,10000000,*******3067,847,3889823
3022,09-05-2019,TL12550,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3023,09-05-2019,TL12547,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3024,09-05-2019,TL12553,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3025,09-05-2019,TL12556,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3026,09-05-2019,TL12557,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3027,09-05-2019,TL12548,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3028,09-05-2019,TL12554,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3029,09-05-2019,TL12549,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3030,09-05-2019,TL12552,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3031,09-05-2019,TL12555,Nationalist Congress Party Maharashtra Pradesh,Ambuja Housing And Urban Infrastructure Co. Ltd.,1000000,*******6138,300,6479510
3634,14-05-2019,TL12543,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
3635,14-05-2019,TL12540,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
3636,14-05-2019,TL12544,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
3637,14-05-2019,TL12538,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
3638,14-05-2019,TL12546,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
3639,14-05-2019,TL12545,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
3640,14-05-2019,TL12539,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
3641,14-05-2019,TL12537,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
3642,14-05-2019,TL12542,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
3643,14-05-2019,TL12536,All India Trinamool Congress,Ambuja Realty Events Managment Ltd,1000000,*******0688,1,3476510
4301,10-10-2019,TL11489,Nationalist Congress Party Maharashtra Pradesh,Ambuja Realty Events Managment Ltd,1000000,*******6138,300,3176495
4302,10-10-2019,TL11491,Nationalist Congress Party Maharashtra Pradesh,Ambuja Realty Events Managment Ltd,1000000,*******6138,300,3176495
4303,10-10-2019,TL11493,Nationalist Congress Party Maharashtra Pradesh,Ambuja Realty Events Managment Ltd,1000000,*******6138,300,3176495
4304,10-10-2019,TL11495,Nationalist Congress Party Maharashtra Pradesh,Ambuja Realty Events Managment Ltd,1000000,*******6138,300,3176495
4305,10-10-2019,TL11497,Nationalist Congress Party Maharashtra Pradesh,Ambuja Realty Events Managment Ltd,1000000,*******6138,300,3176495
16316,20-07-2023,TL14091,Bharatiya Janata Party,Amd Engineering Consultants,1000000,*******8244,691,8212066
16317,20-07-2023,TL14099,Bharatiya Janata Party,Amd Engineering Consultants,1000000,*******8244,691,8212066
16318,20-07-2023,TL14089,Bharatiya Janata Party,Amd Engineering Consultants,1000000,*******8244,691,8212066
16319,20-07-2023,TL14087,Bharatiya Janata Party,Amd Engineering Consultants,1000000,*******8244,691,8212066
16320,20-07-2023,TL14097,Bharatiya Janata Party,Amd Engineering Consultants,1000000,*******8244,691,8212066
16321,20-07-2023,TL14093,Bharatiya Janata Party,Amd Engineering Consultants,1000000,*******8244,691,8212066
16322,20-07-2023,TL14095,Bharatiya Janata Party,Amd Engineering Consultants,1000000,*******8244,691,8212066
16361,20-07-2023,OL28816,Bharatiya Janata Party,Amd Engineering Consultants,100000,*******8244,691,8212066
16362,20-07-2023,OL28818,Bharatiya Janata Party,Amd Engineering Consultants,100000,*******8244,691,8212066
16363,20-07-2023,OL28820,Bharatiya Janata Party,Amd Engineering Consultants,100000,*******8244,691,8212066
16364,20-07-2023,OL28814,Bharatiya Janata Party,Amd Engineering Consultants,100000,*******8244,691,8212066
16365,20-07-2023,OL28812,Bharatiya Janata Party,Amd Engineering Consultants,100000,*******8244,691,8212066
7593,12-10-2021,OL29599,"President, All India Congress Committee",Amit Agarwal,100000,*******4012,691,7516991
12773,18-11-2022,OL8021,"President, All India Congress Committee",Amit Gupta,100000,*******4012,691,8212066
12774,18-11-2022,OL8023,"President, All India Congress Committee",Amit Gupta,100000,*******4012,691,8212066
9066,13-01-2022,OL29395,"President, All India Congress Committee",Amit Somani,100000,*******4012,691,7516991
9067,13-01-2022,OL29393,"President, All India Congress Committee",Amit Somani,100000,*******4012,691,7516991
9068,13-01-2022,OL29397,"President, All India Congress Committee",Amit Somani,100000,*******4012,691,7516991
9069,13-01-2022,OL29391,"President, All India Congress Committee",Amit Somani,100000,*******4012,691,7516991
9070,13-01-2022,OL29389,"President, All India Congress Committee",Amit Somani,100000,*******4012,691,7516991
9071,13-01-2022,OL29412,"President, All India Congress Committee",Amit Somani,100000,*******4012,691,7516991
9072,13-01-2022,OL29404,"President, All India Congress Committee",Amit Somani,100000,*******4012,691,7516991
9073,13-01-2022,OL29400,"President, All India Congress Committee",Amit Somani,100000,*******4012,691,7516991
